User ID,Subscription Type,BASIC,STANDARD,,,,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
1948,Standard,220,22,4,845,,11,16-09-22,9/7/2023,United Kingdom,39,Female,Laptop,1 Month
1949,Premium,220,23,4,806,,15,17-09-22,9/7/2023,Australia,39,Female,Smart TV,1 Month
1950,Basic,220,23,4,814,,10,21-09-22,10/7/2023,Germany,40,Female,Laptop,1 Month
1951,Basic,219,22,4,774,,15,23-09-22,8/7/2023,France,40,Male,Tablet,1 Month
1952,Premium,218,22,4,774,,14,27-09-22,8/7/2023,Brazil,31,Male,Smartphone,1 Month
1953,Standard,218,22,4,815,,12,9/10/2022,9/7/2023,Mexico,47,Male,Smartphone,1 Month
1954,Standard,218,23,4,845,,11,10/10/2022,11/7/2023,Spain,43,Male,Laptop,1 Month
1955,Basic,218,23,4,845,,13,11/10/2022,8/7/2023,Italy,34,Male,Smartphone,1 Month
1956,Premium,217,22,4,893,,12,12/10/2022,8/7/2023,Spain,30,Female,Tablet,1 Month
1957,Standard,217,23,4,898,,15,13-10-22,9/7/2023,Spain,33,Female,Smartphone,1 Month
1958,Basic,217,23,4,906,,12,19-10-22,10/7/2023,United States,29,Male,Tablet,1 Month
1959,Standard,216,23,4,945,,14,21-10-22,7/7/2023,Canada,35,Female,Smartphone,1 Month
1960,Premium,216,23,3,910,,13,23-10-22,8/7/2023,United States,41,Female,Laptop,1 Month
1961,Basic,216,23,3,869,,14,24-10-22,10/7/2023,United States,34,Female,Smartphone,1 Month
1962,Premium,215,23,3,835,,12,26-10-22,9/7/2023,Canada,28,Female,Tablet,1 Month
1963,Standard,215,24,3,835,,15,27-10-22,7/7/2023,United Kingdom,31,Male,Smart TV,1 Month
1964,Basic,215,25,3,835,,15,1/11/2022,8/7/2023,Australia,29,Male,Smart TV,1 Month
1965,Standard,214,24,3,875,,12,2/11/2022,9/7/2023,Germany,44,Female,Tablet,1 Month
1966,Premium,214,24,3,831,,10,4/11/2022,9/7/2023,France,44,Female,Tablet,1 Month
1967,Basic,214,25,3,787,,13,5/11/2022,6/7/2023,Brazil,29,Male,Laptop,1 Month
1968,Standard,213,25,3,819,,12,6/11/2022,9/7/2023,Mexico,32,Female,Tablet,1 Month
1969,Premium,213,25,3,787,,11,7/11/2022,9/7/2023,Spain,31,Male,Smartphone,1 Month
1970,Basic,213,25,3,828,,14,8/11/2022,8/7/2023,Italy,27,Male,Laptop,1 Month
1971,Premium,212,24,3,860,,13,8/11/2022,6/7/2023,Spain,43,Female,Laptop,1 Month
1972,Basic,212,25,3,817,,14,9/11/2022,10/7/2023,Spain,48,Male,Tablet,1 Month
1973,Standard,211,24,3,867,,15,9/11/2022,9/7/2023,United States,37,Female,Tablet,1 Month
1974,Standard,211,24,3,878,,11,5/11/2022,8/7/2023,Canada,42,Male,Smartphone,1 Month
1975,Basic,211,25,2,878,,11,4/11/2022,7/7/2023,United States,40,Male,Tablet,1 Month
1976,Premium,210,24,2,924,,13,19-10-22,9/7/2023,United States,37,Female,Tablet,1 Month
1977,Basic,210,24,2,887,,12,12/10/2022,9/7/2023,Canada,31,Male,Smartphone,1 Month
1978,Standard,209,24,1,887,,11,3/10/2022,9/7/2023,United Kingdom,30,Male,Smart TV,1 Month
1979,Premium,209,24,1,929,,15,28-09-22,8/7/2023,Australia,51,Female,Smartphone,1 Month
1980,Basic,209,24,1,919,,15,17-09-22,9/7/2023,Germany,42,Female,Laptop,1 Month
1981,Premium,208,24,1,877,,13,16-09-22,8/7/2023,France,37,Female,Smartphone,1 Month
1982,Basic,208,24,1,840,,14,15-09-22,9/7/2023,Brazil,44,Female,Smartphone,1 Month
1983,Standard,207,23,1,841,,11,14-09-22,8/7/2023,Mexico,37,Male,Tablet,1 Month
1984,Standard,207,24,1,841,,11,15-09-22,9/7/2023,Spain,44,Male,Smartphone,1 Month
1985,Basic,207,24,1,841,,11,6/9/2022,9/7/2023,Italy,40,Male,Tablet,1 Month
1986,Premium,206,23,1,841,,15,28-08-22,9/7/2023,Spain,27,Male,Smart TV,1 Month
1987,Basic,206,24,1,892,,12,7/8/2022,8/7/2023,Spain,31,Male,Smart TV,1 Month
1988,Standard,205,23,1,940,,15,7/8/2022,10/7/2023,United States,39,Female,Smartphone,1 Month
1989,Premium,205,24,1,942,,12,6/8/2022,9/7/2023,Canada,47,Female,Tablet,1 Month
1990,Basic,205,24,1,932,,15,30-07-22,9/7/2023,United States,30,Male,Smart TV,1 Month
1991,Premium,204,23,1,932,,12,30-07-22,8/7/2023,United States,35,Male,Laptop,1 Month
1992,Basic,204,24,1,932,,14,30-07-22,10/7/2023,Canada,39,Male,Smartphone,1 Month
1993,Standard,203,23,0,966,,15,19-07-22,8/7/2023,United Kingdom,29,Female,Tablet,1 Month
1994,Standard,203,24,0,972,,11,17-07-22,10/7/2023,Australia,28,Male,Laptop,1 Month
1995,Basic,203,24,0,1017,,11,12/7/2022,8/7/2023,Germany,39,Male,Tablet,1 Month
1996,Premium,202,23,0,1017,,10,11/7/2022,10/7/2023,France,34,Male,Smart TV,1 Month
1997,Basic,202,24,0,1067,,14,10/7/2022,8/7/2023,Brazil,47,Male,Smart TV,1 Month
1998,Standard,201,23,0,1067,,14,10/7/2022,11/7/2023,Mexico,47,Female,Smart TV,1 Month
1999,Premium,201,24,0,1062,,13,8/7/2022,8/7/2023,Spain,46,Male,Smart TV,1 Month
2000,Basic,201,24,0,1062,,12,9/7/2022,9/7/2023,Italy,31,Male,Smart TV,1 Month
2001,Premium,200,23,0,1062,,10,9/7/2022,8/7/2023,Spain,41,Female,Smart TV,1 Month
2002,Basic,200,24,0,1056,,10,9/7/2022,11/7/2023,Spain,30,Female,Smartphone,1 Month
2003,Standard,199,23,0,1026,,11,10/7/2022,8/7/2023,United States,41,Male,Tablet,1 Month
2004,Standard,199,24,0,1065,,12,12/7/2022,8/7/2023,Canada,48,Female,Laptop,1 Month
2005,Basic,199,24,0,1054,,10,13-07-22,9/7/2023,United States,35,Female,Laptop,1 Month
2006,Premium,198,23,0,1019,,13,16-07-22,10/7/2023,United States,41,Female,Laptop,1 Month
2007,Basic,198,24,0,1007,,10,17-07-22,7/7/2023,Canada,39,Female,Smart TV,1 Month
2008,Standard,197,23,0,968,,10,26-07-22,9/7/2023,United Kingdom,45,Male,Laptop,1 Month
2009,Premium,197,24,0,968,,10,31-07-22,9/7/2023,Australia,41,Male,Laptop,1 Month
2010,Basic,197,24,0,999,,13,3/8/2022,10/7/2023,Germany,28,Male,Laptop,1 Month
2011,Premium,196,23,0,999,,10,15-08-22,7/7/2023,France,28,Female,Tablet,1 Month
2012,Basic,196,24,0,971,,15,18-08-22,10/7/2023,Brazil,48,Male,Smart TV,1 Month
2013,Standard,195,23,0,971,,10,27-08-22,8/7/2023,Mexico,40,Female,Smart TV,1 Month
2014,Standard,195,24,0,931,,12,29-08-22,10/7/2023,Spain,39,Male,Smart TV,1 Month
2015,Basic,195,24,0,966,,12,5/9/2022,7/7/2023,Italy,27,Male,Smartphone,1 Month
2016,Premium,194,23,0,1003,,10,6/9/2022,11/7/2023,Spain,32,Female,Smart TV,1 Month
2017,Basic,194,24,0,1016,,10,14-09-22,8/7/2023,Spain,38,Male,Laptop,1 Month
2018,Standard,193,23,0,1064,,10,16-09-22,9/7/2023,United States,41,Female,Laptop,1 Month
2019,Premium,193,24,0,1067,,10,18-09-22,10/7/2023,Canada,32,Female,Laptop,1 Month
2020,Basic,193,24,0,1082,,12,23-09-22,11/7/2023,United States,37,Male,Tablet,1 Month
2021,Basic,192,23,0,1082,,12,25-09-22,8/7/2023,United States,50,Female,Laptop,1 Month
2022,Basic,191,23,0,1067,,10,6/10/2022,9/7/2023,Canada,48,Female,Laptop,1 Month
2023,Standard,190,22,0,1019,,11,9/10/2022,10/7/2023,United Kingdom,37,Male,Tablet,1 Month
2024,Premium,190,23,0,1068,,13,11/10/2022,11/7/2023,Australia,46,Female,Laptop,1 Month
2025,Basic,190,23,0,1072,,13,12/10/2022,8/7/2023,Germany,46,Male,Laptop,1 Month
2026,Basic,189,22,0,1072,,15,13-10-22,9/7/2023,France,39,Male,Smart TV,1 Month
2027,Premium,188,22,0,1119,,13,17-10-22,10/7/2023,Brazil,42,Female,Smart TV,1 Month
2028,Standard,188,22,0,1123,,11,19-10-22,10/7/2023,Mexico,41,Female,Smartphone,1 Month
2029,Standard,188,23,0,1121,,10,21-10-22,7/7/2023,Spain,28,Male,Smart TV,1 Month
2030,Basic,188,23,0,1121,,14,23-10-22,9/7/2023,Italy,43,Male,Tablet,1 Month
2031,Premium,187,22,0,1152,,14,25-10-22,10/7/2023,Spain,45,Female,Smart TV,1 Month
2032,Standard,187,23,0,1153,,10,27-10-22,9/7/2023,Spain,45,Male,Smart TV,1 Month
2033,Basic,187,23,0,1153,,13,31-10-22,7/7/2023,United States,48,Male,Smartphone,1 Month
2034,Standard,186,23,0,1153,,12,2/11/2022,9/7/2023,Canada,30,Male,Laptop,1 Month
2035,Premium,186,23,0,1153,,11,4/11/2022,10/7/2023,United States,51,Female,Smart TV,1 Month
2036,Basic,186,23,0,1129,,12,5/11/2022,9/7/2023,United States,48,Female,Smartphone,1 Month
2037,Premium,185,23,0,1081,,13,6/11/2022,7/7/2023,Canada,41,Female,Smart TV,1 Month
2038,Standard,185,24,0,1085,,11,7/11/2022,10/7/2023,United Kingdom,37,Female,Smartphone,1 Month
2039,Basic,185,25,0,1048,,11,8/11/2022,9/7/2023,Australia,43,Male,Laptop,1 Month
2040,Standard,184,24,0,1090,,15,8/11/2022,8/7/2023,Germany,51,Male,Laptop,1 Month
2041,Premium,184,24,0,1090,,10,9/11/2022,7/7/2023,France,34,Female,Smartphone,1 Month
2042,Basic,184,25,0,1087,,10,9/11/2022,10/7/2023,Brazil,35,Female,Smartphone,1 Month
2043,Standard,183,25,0,1094,,12,5/11/2022,9/7/2023,Mexico,45,Female,Smart TV,1 Month
2044,Premium,183,25,0,1093,,12,5/11/2022,10/7/2023,Spain,31,Male,Smart TV,1 Month
2045,Basic,183,25,0,1093,,15,2/11/2022,8/7/2023,Italy,50,Female,Laptop,1 Month
2046,Premium,182,24,0,1083,,12,30-10-22,9/7/2023,Spain,41,Male,Smartphone,1 Month
2047,Basic,182,25,0,1083,,11,30-10-22,9/7/2023,Spain,42,Female,Laptop,1 Month
2048,Standard,181,24,0,1083,,11,24-10-22,9/7/2023,United States,41,Male,Tablet,1 Month
2049,Standard,181,24,0,1083,,14,8/10/2022,8/7/2023,Canada,34,Male,Tablet,1 Month
2050,Basic,181,25,0,1112,,13,4/10/2022,9/7/2023,United States,35,Female,Smartphone,1 Month
2051,Premium,180,24,0,1077,,10,28-09-22,9/7/2023,United States,48,Male,Smartphone,1 Month
2052,Basic,180,24,0,1121,,11,22-09-22,9/7/2023,Canada,39,Female,Smart TV,1 Month
2053,Standard,179,24,0,1082,,14,19-09-22,9/7/2023,United Kingdom,37,Female,Laptop,1 Month
2054,Premium,179,24,0,1093,,10,13-09-22,9/7/2023,Australia,31,Male,Tablet,1 Month
2055,Basic,179,24,0,1125,,14,5/9/2022,9/7/2023,Germany,29,Female,Laptop,1 Month
2056,Premium,178,24,0,1124,,10,20-08-22,9/7/2023,France,36,Male,Tablet,1 Month
2057,Basic,178,24,0,1160,,10,10/8/2022,8/7/2023,Brazil,32,Male,Smartphone,1 Month
2058,Standard,177,23,0,1188,,10,10/8/2022,11/7/2023,Mexico,31,Female,Smartphone,1 Month
2059,Standard,177,24,0,1189,,14,6/8/2022,9/7/2023,Spain,31,Male,Laptop,1 Month
2060,Basic,177,24,0,1239,,12,3/8/2022,10/7/2023,Italy,29,Male,Smart TV,1 Month
2061,Premium,176,23,0,1239,,10,1/8/2022,9/7/2023,Spain,48,Male,Smart TV,1 Month
2062,Basic,176,24,0,1283,,14,28-07-22,10/7/2023,Spain,46,Male,Tablet,1 Month
2063,Standard,175,23,0,1283,,15,22-07-22,9/7/2023,United States,35,Female,Smartphone,1 Month
2064,Premium,175,24,0,1287,,11,22-07-22,11/7/2023,Canada,37,Female,Tablet,1 Month
2065,Basic,175,24,0,1294,,12,20-07-22,9/7/2023,United States,45,Female,Tablet,1 Month
2066,Premium,174,23,0,1295,,15,12/7/2022,10/7/2023,United States,48,Female,Laptop,1 Month
2067,Basic,174,24,0,1278,,10,12/7/2022,9/7/2023,Canada,44,Female,Laptop,1 Month
2068,Standard,173,23,0,1267,,14,10/7/2022,11/7/2023,United Kingdom,47,Female,Laptop,1 Month
2069,Standard,173,24,0,1220,,12,11/7/2022,8/7/2023,Australia,35,Male,Smart TV,1 Month
2070,Basic,173,24,0,1220,,10,11/7/2022,9/7/2023,Germany,35,Female,Smartphone,1 Month
2071,Premium,172,23,0,1185,,11,9/7/2022,8/7/2023,France,35,Male,Smartphone,1 Month
2072,Basic,172,24,0,1224,,15,10/7/2022,11/7/2023,Brazil,49,Female,Laptop,1 Month
2073,Standard,171,23,0,1175,,11,12/7/2022,8/7/2023,Mexico,50,Female,Tablet,1 Month
2074,Premium,171,24,0,1173,,14,13-07-22,9/7/2023,Spain,44,Male,Smartphone,1 Month
2075,Basic,171,24,0,1210,,14,15-07-22,9/7/2023,Italy,47,Female,Tablet,1 Month
2076,Premium,170,23,0,1163,,15,16-07-22,11/7/2023,Spain,46,Female,Laptop,1 Month
2077,Basic,170,24,0,1158,,11,19-07-22,8/7/2023,Spain,39,Female,Laptop,1 Month
2078,Standard,169,23,0,1154,,15,23-07-22,10/7/2023,United States,34,Male,Laptop,1 Month
2079,Standard,169,24,1,1154,,10,28-07-22,9/7/2023,Canada,31,Female,Smart TV,1 Month
2080,Basic,169,24,1,1151,,10,14-08-22,11/7/2023,United States,46,Female,Laptop,1 Month
2081,Premium,168,23,1,1134,,15,18-08-22,8/7/2023,United States,30,Male,Smart TV,1 Month
2082,Basic,168,24,1,1180,,12,23-08-22,12/7/2023,Canada,29,Male,Tablet,1 Month
2083,Standard,167,23,1,1180,,12,27-08-22,9/7/2023,United Kingdom,42,Male,Tablet,1 Month
2084,Premium,167,24,1,1180,,13,1/9/2022,10/7/2023,Australia,27,Female,Smartphone,1 Month
2085,Basic,167,24,1,1153,,15,2/9/2022,9/7/2023,Germany,33,Male,Laptop,1 Month
2086,Premium,166,23,1,1153,,13,4/9/2022,12/7/2023,France,45,Female,Smart TV,1 Month
2087,Basic,166,24,1,1139,,13,11/9/2022,9/7/2023,Brazil,50,Male,Tablet,1 Month
2088,Standard,165,23,1,1168,,10,16-09-22,9/7/2023,Mexico,42,Female,Tablet,1 Month
2089,Standard,165,24,1,1160,,10,19-09-22,11/7/2023,Spain,29,Male,Tablet,1 Month
2090,Basic,165,24,1,1160,,12,20-09-22,12/7/2023,Italy,31,Female,Tablet,1 Month
2091,Premium,164,23,2,1163,,13,5/10/2022,9/7/2023,Spain,42,Female,Smartphone,1 Month
2092,Basic,164,24,2,1121,,10,7/10/2022,9/7/2023,Spain,44,Female,Laptop,1 Month
2093,Standard,163,23,2,1124,,10,10/10/2022,11/7/2023,United States,34,Male,Smart TV,1 Month
2094,Premium,163,24,3,1124,,13,12/10/2022,11/7/2023,Canada,40,Female,Smart TV,1 Month
2095,Basic,163,24,3,1130,,10,13-10-22,8/7/2023,United States,38,Male,Smart TV,1 Month
2096,Basic,162,23,3,1177,,15,15-10-22,9/7/2023,United States,42,Female,Tablet,1 Month
2097,Basic,161,23,3,1175,,10,17-10-22,11/7/2023,Canada,47,Male,Tablet,1 Month
2098,Standard,160,22,3,1216,,15,18-10-22,10/7/2023,United Kingdom,29,Female,Tablet,1 Month
2099,Premium,160,23,3,1217,,11,20-10-22,8/7/2023,Australia,29,Male,Laptop,1 Month
2100,Basic,160,23,3,1248,,14,22-10-22,10/7/2023,Germany,44,Female,Smart TV,1 Month
2101,Basic,159,22,3,1204,,12,25-10-22,11/7/2023,France,31,Male,Tablet,1 Month
2102,Premium,158,22,3,1250,,14,27-10-22,9/7/2023,Brazil,48,Female,Smartphone,1 Month
2103,Standard,158,22,3,1236,,14,1/11/2022,7/7/2023,Mexico,32,Female,Laptop,1 Month
2104,Standard,158,23,3,1204,,13,2/11/2022,11/7/2023,Spain,28,Female,Tablet,1 Month
2105,Basic,158,23,3,1176,,11,4/11/2022,10/7/2023,Italy,36,Female,Smartphone,1 Month
2106,Premium,157,22,3,1140,,10,6/11/2022,9/7/2023,Spain,28,Female,Smartphone,1 Month
2107,Standard,157,23,3,1112,,14,7/11/2022,7/7/2023,Spain,32,Female,Smart TV,1 Month
2108,Basic,157,23,3,1080,,15,8/11/2022,10/7/2023,United States,50,Female,Smartphone,1 Month
2109,Standard,156,23,3,1030,,12,9/11/2022,10/7/2023,Canada,44,Male,Tablet,1 Month
2110,Premium,156,23,3,1030,,14,10/11/2022,10/7/2023,United States,44,Female,Smartphone,1 Month
2111,Basic,156,23,3,1026,,14,9/11/2022,9/7/2023,United States,47,Male,Laptop,1 Month
2112,Premium,155,23,3,1071,,15,9/11/2022,10/7/2023,Canada,39,Female,Smart TV,1 Month
2113,Standard,155,24,3,1080,,11,7/11/2022,10/7/2023,United Kingdom,44,Female,Tablet,1 Month
2114,Basic,155,25,3,1079,,12,3/11/2022,10/7/2023,Australia,46,Female,Tablet,1 Month
2115,Standard,154,24,3,1033,,10,4/11/2022,8/7/2023,Germany,31,Female,Laptop,1 Month
2116,Premium,154,24,3,1034,,12,1/11/2022,10/7/2023,France,33,Female,Tablet,1 Month
2117,Basic,154,25,3,1001,,13,27-10-22,9/7/2023,Brazil,27,Male,Laptop,1 Month
2118,Standard,153,25,3,1001,,10,23-10-22,10/7/2023,Mexico,34,Male,Smart TV,1 Month
2119,Premium,153,25,3,1034,,14,14-10-22,9/7/2023,Spain,48,Male,Laptop,1 Month
2120,Basic,153,25,3,1034,,14,28-09-22,10/7/2023,Italy,39,Female,Smart TV,1 Month
2121,Premium,152,24,3,995,,14,25-09-22,9/7/2023,Spain,39,Male,Laptop,1 Month
2122,Basic,152,25,3,1030,,11,23-09-22,10/7/2023,Spain,48,Female,Smart TV,1 Month
2123,Standard,151,24,3,982,,12,23-09-22,9/7/2023,United States,37,Female,Tablet,1 Month
2124,Standard,151,24,3,984,,14,14-09-22,11/7/2023,Canada,40,Male,Laptop,1 Month
2125,Basic,151,25,3,1030,,14,5/9/2022,9/7/2023,United States,41,Female,Smartphone,1 Month
2126,Premium,150,24,3,1022,,12,13-08-22,9/7/2023,United States,35,Female,Smartphone,1 Month
2127,Basic,150,24,3,987,,15,12/8/2022,9/7/2023,Canada,46,Male,Smartphone,1 Month
2128,Standard,149,24,2,987,,10,10/8/2022,11/7/2023,United Kingdom,28,Female,Tablet,1 Month
2129,Premium,149,24,2,1001,,14,5/8/2022,9/7/2023,Australia,29,Female,Laptop,1 Month
2130,Basic,149,24,2,1000,,10,4/8/2022,12/7/2023,Germany,46,Female,Tablet,1 Month
2131,Premium,148,24,2,954,,11,28-07-22,9/7/2023,France,35,Male,Laptop,1 Month
2132,Basic,148,24,2,985,,12,24-07-22,11/7/2023,Brazil,27,Male,Smart TV,1 Month
2133,Standard,147,23,2,985,,11,22-07-22,9/7/2023,Mexico,38,Male,Laptop,1 Month
2134,Standard,147,24,2,1030,,13,22-07-22,12/7/2023,Spain,43,Male,Smart TV,1 Month
2135,Basic,147,24,2,1079,,15,19-07-22,9/7/2023,Italy,31,Female,Smartphone,1 Month
2136,Premium,146,23,2,1048,,13,17-07-22,10/7/2023,Spain,29,Female,Tablet,1 Month
2137,Basic,146,24,2,1019,,10,16-07-22,9/7/2023,Spain,34,Female,Tablet,1 Month
2138,Standard,145,23,2,985,,11,12/7/2022,12/7/2023,United States,39,Male,Smartphone,1 Month
2139,Premium,145,24,2,985,,14,12/7/2022,8/7/2023,Canada,34,Female,Smartphone,1 Month
2140,Basic,145,24,1,985,,14,13-07-22,10/7/2023,United States,51,Male,Tablet,1 Month
2141,Premium,144,23,1,985,,14,13-07-22,9/7/2023,United States,47,Female,Tablet,1 Month
2142,Basic,144,24,1,938,,12,13-07-22,11/7/2023,Canada,46,Male,Smartphone,1 Month
2143,Standard,143,23,0,938,,12,14-07-22,8/7/2023,United Kingdom,46,Female,Smartphone,1 Month
2144,Standard,143,24,0,942,,14,15-07-22,10/7/2023,Australia,47,Female,Smartphone,1 Month
2145,Basic,143,24,0,895,,14,16-07-22,9/7/2023,Germany,40,Female,Smart TV,1 Month
2146,Premium,142,23,0,891,,12,18-07-22,11/7/2023,France,41,Female,Tablet,1 Month
2147,Basic,142,24,0,890,,12,23-07-22,9/7/2023,Brazil,30,Female,Smartphone,1 Month
2148,Standard,141,23,0,860,,12,25-07-22,11/7/2023,Mexico,31,Female,Tablet,1 Month
2149,Premium,141,24,0,829,,14,30-07-22,9/7/2023,Spain,42,Male,Smart TV,1 Month
2150,Basic,141,24,0,858,,12,6/8/2022,11/7/2023,Italy,46,Female,Tablet,1 Month
2151,Premium,140,23,0,812,,13,14-08-22,8/7/2023,Spain,34,Female,Smart TV,1 Month
2152,Basic,140,24,0,778,,14,23-08-22,12/7/2023,Spain,42,Male,Laptop,1 Month
2153,Standard,139,23,0,778,,13,27-08-22,9/7/2023,United States,45,Male,Tablet,1 Month
2154,Standard,139,24,0,813,,12,29-08-22,10/7/2023,Canada,30,Male,Smart TV,1 Month
2155,Basic,139,24,0,813,,12,1/9/2022,9/7/2023,United States,44,Male,Smartphone,1 Month
2156,Premium,138,23,0,813,,10,7/9/2022,13-07-23,United States,37,Male,Smart TV,1 Month
2157,Basic,138,24,0,813,,10,13-09-22,10/7/2023,Canada,43,Male,Smart TV,1 Month
2158,Standard,137,23,0,813,,12,14-09-22,10/7/2023,United Kingdom,46,Male,Smartphone,1 Month
2159,Premium,137,24,0,852,,11,17-09-22,12/7/2023,Australia,40,Female,Tablet,1 Month
2160,Basic,137,24,0,812,,11,23-09-22,12/7/2023,Germany,45,Female,Smartphone,1 Month
2161,Premium,136,23,0,815,,10,27-09-22,9/7/2023,France,48,Female,Smartphone,1 Month
2162,Basic,136,24,0,767,,10,3/10/2022,10/7/2023,Brazil,43,Female,Tablet,1 Month
2163,Standard,135,23,0,724,,13,10/10/2022,11/7/2023,Mexico,48,Male,Smart TV,1 Month
2164,Standard,135,24,0,724,,10,12/10/2022,11/7/2023,Spain,32,Female,Smartphone,1 Month
2165,Basic,135,24,0,736,,12,14-10-22,8/7/2023,Italy,38,Male,Laptop,1 Month
2166,Premium,134,23,0,765,,13,16-10-22,10/7/2023,Spain,50,Male,Smartphone,1 Month
2167,Basic,134,24,0,807,,11,18-10-22,11/7/2023,Spain,33,Female,Laptop,1 Month
2168,Standard,133,23,0,819,,14,20-10-22,10/7/2023,United States,27,Male,Smart TV,1 Month
2169,Premium,133,24,0,858,,12,22-10-22,8/7/2023,Canada,47,Male,Tablet,1 Month
2170,Basic,133,24,0,899,,12,25-10-22,10/7/2023,United States,35,Female,Smart TV,1 Month
2171,Basic,132,23,0,905,,12,26-10-22,11/7/2023,United States,41,Male,Tablet,1 Month
2172,Basic,131,23,0,905,,14,29-10-22,10/7/2023,Canada,39,Female,Smart TV,1 Month
2173,Standard,130,22,0,913,,13,31-10-22,7/7/2023,United Kingdom,46,Female,Smartphone,1 Month
2174,Premium,130,23,0,916,,14,4/11/2022,11/7/2023,Australia,33,Female,Smartphone,1 Month
2175,Basic,130,23,0,883,,11,6/11/2022,10/7/2023,Germany,30,Male,Laptop,1 Month
2176,Basic,129,22,0,883,,13,7/11/2022,10/7/2023,France,46,Male,Tablet,1 Month
2177,Premium,128,22,0,928,,15,8/11/2022,9/7/2023,Brazil,42,Female,Tablet,1 Month
2178,Standard,128,22,0,927,,11,9/11/2022,11/7/2023,Mexico,28,Female,Tablet,1 Month
2179,Standard,128,23,0,899,,10,10/11/2022,10/7/2023,Spain,40,Male,Smart TV,1 Month
2180,Basic,128,23,0,899,,14,10/11/2022,10/7/2023,Italy,31,Female,Smart TV,1 Month
2181,Premium,127,22,1,911,,13,10/11/2022,9/7/2023,Spain,27,Male,Laptop,1 Month
2182,Standard,127,23,1,944,,14,9/11/2022,10/7/2023,Spain,45,Female,Tablet,1 Month
2183,Basic,127,23,1,946,,10,9/11/2022,10/7/2023,United States,49,Female,Smart TV,1 Month
2184,Standard,126,23,1,937,,12,6/11/2022,11/7/2023,Canada,28,Male,Tablet,1 Month
2185,Premium,126,23,1,971,,14,3/11/2022,8/7/2023,United States,33,Male,Smart TV,1 Month
2186,Basic,126,23,1,971,,15,27-10-22,11/7/2023,United States,38,Male,Smart TV,1 Month
2187,Premium,125,23,1,971,,15,28-10-22,10/7/2023,Canada,44,Male,Tablet,1 Month
2188,Standard,125,24,1,971,,15,18-10-22,10/7/2023,United Kingdom,34,Female,Laptop,1 Month
2189,Basic,125,25,1,937,,15,4/10/2022,9/7/2023,Australia,35,Male,Laptop,1 Month
2190,Standard,124,24,1,986,,10,29-09-22,10/7/2023,Germany,47,Male,Tablet,1 Month
2191,Premium,124,24,1,986,,12,29-09-22,10/7/2023,France,30,Male,Smartphone,1 Month
2192,Basic,124,25,1,1037,,12,23-09-22,10/7/2023,Brazil,50,Female,Smart TV,1 Month
2193,Standard,123,25,1,1038,,12,17-09-22,9/7/2023,Mexico,32,Male,Laptop,1 Month
2194,Premium,123,25,1,1088,,14,12/9/2022,12/7/2023,Spain,36,Female,Smart TV,1 Month
2195,Basic,123,25,1,1099,,14,16-08-22,10/7/2023,Italy,40,Female,Smart TV,1 Month
2196,Premium,122,24,1,1059,,15,16-08-22,9/7/2023,Spain,39,Male,Smartphone,1 Month
2197,Basic,122,25,1,1094,,11,13-08-22,10/7/2023,Spain,28,Male,Smartphone,1 Month
2198,Standard,121,24,1,1131,,12,12/8/2022,11/7/2023,United States,29,Female,Smart TV,1 Month
2199,Standard,121,24,1,1102,,14,13-08-22,9/7/2023,Canada,49,Male,Tablet,1 Month
2200,Basic,121,25,1,1149,,14,30-07-22,12/7/2023,United States,40,Male,Laptop,1 Month
2201,Premium,120,24,1,1149,,12,25-07-22,10/7/2023,United States,29,Male,Laptop,1 Month
2202,Basic,120,24,1,1149,,14,25-07-22,11/7/2023,Canada,35,Female,Tablet,1 Month
2203,Standard,119,24,1,1165,,14,26-07-22,10/7/2023,United Kingdom,44,Male,Smartphone,1 Month
2204,Premium,119,24,1,1196,,11,25-07-22,13-07-23,Australia,39,Male,Smart TV,1 Month
2205,Basic,119,24,1,1244,,12,23-07-22,9/7/2023,Germany,27,Male,Smart TV,1 Month
2206,Premium,118,24,1,1244,,11,18-07-22,11/7/2023,France,31,Male,Smart TV,1 Month
2207,Basic,118,24,1,1285,,13,13-07-22,10/7/2023,Brazil,39,Female,Laptop,1 Month
2208,Standard,117,23,1,1246,,13,13-07-22,12/7/2023,Mexico,44,Male,Laptop,1 Month
2209,Standard,117,24,1,1274,,10,13-07-22,9/7/2023,Spain,48,Female,Tablet,1 Month
2210,Basic,117,24,1,1271,,11,13-07-22,11/7/2023,Italy,27,Male,Smartphone,1 Month
2211,Premium,116,23,1,1303,,13,13-07-22,9/7/2023,Spain,27,Male,Laptop,1 Month
2212,Basic,116,24,1,1303,,14,14-07-22,11/7/2023,Spain,41,Male,Smart TV,1 Month
2213,Standard,115,23,1,1343,,15,15-07-22,9/7/2023,United States,44,Female,Tablet,1 Month
2214,Premium,115,24,2,1339,,12,16-07-22,12/7/2023,Canada,29,Female,Tablet,1 Month
2215,Basic,115,24,2,1310,,13,18-07-22,9/7/2023,United States,42,Female,Smartphone,1 Month
2216,Premium,114,23,2,1268,,15,21-07-22,11/7/2023,United States,45,Female,Smart TV,1 Month
2217,Basic,114,24,2,1223,,11,24-07-22,9/7/2023,Canada,39,Female,Tablet,1 Month
